2024-12-01 13:59:26.566 | INFO     | scripts.train_CUB:train_val:48 - config: {'seed': 60, 'm': 16, 'alpha': 1, 'beta': 1.0, 'beta2': 0.01, 'mome': 0.9, 'epoch_change': 9, 'sigma': 1.0, 'gamma': 20.0, 'lambda': 0.0001, 'mu': 1, 'nu': 1, 'eta': 55, 'dcc_iter': 10, 'optimizer': {'type': <class 'torch.optim.rmsprop.RMSprop'>, 'optim_param': {'lr': 1e-05, 'weight_decay': 1e-05}}, 'resize_size': 256, 'crop_size': 224, 'batch_size': 64, 'net': <class 'model.Net.MoCo'>, 'dataset': 'cifar10', 'without_BN': False, 'epoch': 1000, 'test_map': 3, 'stop_iter': 20, 'device': device(type='cuda'), 'n_gpu': 1, 'bit_list': [16, 32, 64], 'max_norm': 5.0, 'T': 0.001, 'resnet_url': '../../Pretrain/resnet50-19c8e357.pth', 'url': '../../Pretrain/moco_v2_800ep_pretrain.pth', 'txt_path': '../../data/glove/glove.6B.50d.txt', 'label_size': 100, 'update_center': False, 'topk': -1, 'n_class': 10, 'data': {'train_set': {'list_path': './data/cifar10/train.txt', 'batch_size': 64}, 'test_set': {'list_path': './data/cifar10/test.txt', 'batch_size': 64}, 'database': {'list_path': './data/cifar10/train.txt', 'batch_size': 64}}, 'order_seed': 80, 'center_path': './centerswithoutVar/CSQ_init_True_10_32.npy', 'CSQ_center': './CSQcenters/CSQ_10_32.npy', 'remarks': 'Ours', 'save_path': './results/cifar10/Ours', 'save_center': './results/cifar10/Ours/ours_32.npy', 'info': '[Ours]', 'loss_way': 'Ours', 'num_train': 5000}
2024-12-01 13:59:26.566 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 1/1000 13:59:26 bits: 32 dataset: cifar10 loss way: Ours training...
2024-12-01 13:59:56.609 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.10633625009957748, center loss: 8.398505061864853, pair loss: 0
2024-12-01 13:59:56.611 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 2/1000 13:59:56 bits: 32 dataset: cifar10 loss way: Ours training...
2024-12-01 14:00:38.839 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.031210302198423617, center loss: 2.4638014789670706, pair loss: 0
2024-12-01 14:00:38.839 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 3/1000 14:00:38 bits: 32 dataset: cifar10 loss way: Ours training...
2024-12-01 14:01:10.832 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.018368827037607567, center loss: 1.4494309285655618, pair loss: 0
2024-12-01 14:03:21.194 | INFO     | scripts.train_CUB:train_val:97 - save in ./results/cifar10/Ours
2024-12-01 14:03:21.194 | INFO     | scripts.train_CUB:train_val:107 - [Ours] 3/1000 14:00:38 bits: 32 dataset: cifar10 Best mAP: 0.801144639022299, current mAP: 0.801144639022299
2024-12-01 14:03:21.194 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 4/1000 14:03:21 bits: 32 dataset: cifar10 loss way: Ours training...
2024-12-01 14:03:49.344 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.012707163379350794, center loss: 1.002222878858447, pair loss: 0
2024-12-01 14:03:49.345 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 5/1000 14:03:49 bits: 32 dataset: cifar10 loss way: Ours training...
2024-12-01 14:04:17.515 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.01011028913545269, center loss: 0.7971444199793041, pair loss: 0
2024-12-01 14:04:17.515 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 6/1000 14:04:17 bits: 32 dataset: cifar10 loss way: Ours training...
2024-12-01 14:04:47.080 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.008539644435425348, center loss: 0.6731100319884717, pair loss: 0
2024-12-01 14:07:17.192 | INFO     | scripts.train_CUB:train_val:97 - save in ./results/cifar10/Ours
2024-12-01 14:07:17.192 | INFO     | scripts.train_CUB:train_val:107 - [Ours] 6/1000 14:04:17 bits: 32 dataset: cifar10 Best mAP: 0.8182604419434847, current mAP: 0.8182604419434847
2024-12-01 14:07:17.192 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 7/1000 14:07:17 bits: 32 dataset: cifar10 loss way: Ours training...
2024-12-01 14:07:49.591 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.009452842871505248, center loss: 0.7453003446571529, pair loss: 0
2024-12-01 14:07:49.591 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 8/1000 14:07:49 bits: 32 dataset: cifar10 loss way: Ours training...
2024-12-01 14:08:20.005 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.00792566237711831, center loss: 0.6246807938441634, pair loss: 0
2024-12-01 14:08:20.006 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 9/1000 14:08:20 bits: 32 dataset: cifar10 loss way: Ours training...
2024-12-01 14:08:48.200 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.0071597025918338116, center loss: 0.5641942396759987, pair loss: 0
2024-12-01 14:10:47.346 | INFO     | scripts.train_CUB:train_val:97 - save in ./results/cifar10/Ours
2024-12-01 14:10:47.346 | INFO     | scripts.train_CUB:train_val:107 - [Ours] 9/1000 14:08:20 bits: 32 dataset: cifar10 Best mAP: 0.836105240487553, current mAP: 0.836105240487553
2024-12-01 14:10:47.347 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 10/1000 14:10:47 bits: 32 dataset: cifar10 loss way: Ours training...
2024-12-01 14:11:15.529 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7140968079808392, center loss: 0.5178419738076627, pair loss: 55.8944485783577
2024-12-01 14:11:15.529 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 11/1000 14:11:15 bits: 32 dataset: cifar10 loss way: Ours training...
2024-12-01 14:11:46.269 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7083934530427184, center loss: 0.46271992567926645, pair loss: 55.499110996723175
2024-12-01 14:11:46.269 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 12/1000 14:11:46 bits: 32 dataset: cifar10 loss way: Ours training...
