2024-12-01 12:03:00.390 | INFO     | scripts.train_CUB:train_val:48 - config: {'seed': 60, 'm': 16, 'alpha': 1, 'beta': 1.0, 'beta2': 0.01, 'mome': 0.9, 'epoch_change': 9, 'sigma': 1.0, 'gamma': 20.0, 'lambda': 0.0001, 'mu': 1, 'nu': 1, 'eta': 55, 'dcc_iter': 10, 'optimizer': {'type': <class 'torch.optim.rmsprop.RMSprop'>, 'optim_param': {'lr': 1e-05, 'weight_decay': 1e-05}}, 'resize_size': 256, 'crop_size': 224, 'batch_size': 64, 'net': <class 'model.Net.MoCo'>, 'dataset': 'cifar10', 'without_BN': False, 'epoch': 1000, 'test_map': 3, 'stop_iter': 20, 'device': device(type='cuda'), 'n_gpu': 1, 'bit_list': [16, 32, 64], 'max_norm': 5.0, 'T': 0.001, 'resnet_url': '../../Pretrain/resnet50-19c8e357.pth', 'url': '../../Pretrain/moco_v2_800ep_pretrain.pth', 'txt_path': '../../data/glove/glove.6B.50d.txt', 'label_size': 100, 'update_center': False, 'topk': -1, 'n_class': 10, 'data': {'train_set': {'list_path': './data/cifar10/train.txt', 'batch_size': 64}, 'test_set': {'list_path': './data/cifar10/test.txt', 'batch_size': 64}, 'database': {'list_path': './data/cifar10/train.txt', 'batch_size': 64}}, 'order_seed': 80, 'center_path': './centerswithoutVar/CSQ_init_True_10_16.npy', 'CSQ_center': './CSQcenters/CSQ_10_16.npy', 'remarks': 'Ours', 'save_path': './results/cifar10/Ours', 'save_center': './results/cifar10/Ours/ours_16.npy', 'info': '[Ours]', 'loss_way': 'Ours', 'num_train': 5000}
2024-12-01 12:03:00.390 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 1/1000 12:03:00 bits: 16 dataset: cifar10 loss way: Ours training...
2024-12-01 12:05:29.044 | INFO     | scripts.train_CUB:train_val:48 - config: {'seed': 60, 'm': 16, 'alpha': 1, 'beta': 1.0, 'beta2': 0.01, 'mome': 0.9, 'epoch_change': 9, 'sigma': 1.0, 'gamma': 20.0, 'lambda': 0.0001, 'mu': 1, 'nu': 1, 'eta': 55, 'dcc_iter': 10, 'optimizer': {'type': <class 'torch.optim.rmsprop.RMSprop'>, 'optim_param': {'lr': 1e-05, 'weight_decay': 1e-05}}, 'resize_size': 256, 'crop_size': 224, 'batch_size': 64, 'net': <class 'model.Net.MoCo'>, 'dataset': 'cifar10', 'without_BN': False, 'epoch': 1000, 'test_map': 3, 'stop_iter': 20, 'device': device(type='cuda'), 'n_gpu': 1, 'bit_list': [16, 32, 64], 'max_norm': 5.0, 'T': 0.001, 'resnet_url': '../../Pretrain/resnet50-19c8e357.pth', 'url': '../../Pretrain/moco_v2_800ep_pretrain.pth', 'txt_path': '../../data/glove/glove.6B.50d.txt', 'label_size': 100, 'update_center': False, 'topk': -1, 'n_class': 10, 'data': {'train_set': {'list_path': './data/cifar10/train.txt', 'batch_size': 64}, 'test_set': {'list_path': './data/cifar10/test.txt', 'batch_size': 64}, 'database': {'list_path': './data/cifar10/train.txt', 'batch_size': 64}}, 'order_seed': 80, 'center_path': './centerswithoutVar/CSQ_init_True_10_16.npy', 'CSQ_center': './CSQcenters/CSQ_10_16.npy', 'remarks': 'Ours', 'save_path': './results/cifar10/Ours', 'save_center': './results/cifar10/Ours/ours_16.npy', 'info': '[Ours]', 'loss_way': 'Ours', 'num_train': 5000}
2024-12-01 12:05:29.044 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 1/1000 12:05:29 bits: 16 dataset: cifar10 loss way: Ours training...
2024-12-01 12:05:55.829 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.12058705940276762, center loss: 9.52438972890377, pair loss: 0
2024-12-01 12:05:55.829 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 2/1000 12:05:55 bits: 16 dataset: cifar10 loss way: Ours training...
2024-12-01 12:06:21.776 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.05441401856420915, center loss: 4.297018762677908, pair loss: 0
2024-12-01 12:06:21.776 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 3/1000 12:06:21 bits: 16 dataset: cifar10 loss way: Ours training...
2024-12-01 12:06:47.811 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.04125235710717455, center loss: 3.2573388628661633, pair loss: 0
2024-12-01 12:08:36.657 | INFO     | scripts.train_CUB:train_val:97 - save in ./results/cifar10/Ours
2024-12-01 12:08:36.657 | INFO     | scripts.train_CUB:train_val:107 - [Ours] 3/1000 12:06:21 bits: 16 dataset: cifar10 Best mAP: 0.7982680734664531, current mAP: 0.7982680734664531
